Rank,Company,Growth,Revenue,Industry,State,Metro,Employees,URL,YrsOnList
44,Integrity Management Consulting,4459.9834%,$12235849,Government Services,Virginia,"Washington, DC",47,http://www.inc.com/profile/integrity-management-consulting,2
45,JMA Solutions,4316.6667%,$6625000,Government Services,District of Columbia,"Washington, DC",40,http://www.inc.com/profile/jma-solutions,1
46,FLS Energy,4303.0075%,$17568000,Energy,North Carolina,"Asheville, NC",61,http://www.inc.com/profile/fls-energy,1
47,Braintree,4156.306%,$4564420,Financial Services,Illinois,Chicago,27,http://www.inc.com/profile/braintree,1
48,Leadnomics,3932.1716%,$5791650,Advertising & Marketing,Pennsylvania,Philadelphia,9,http://www.inc.com/profile/leadnomics,1
49,KG Technologies,3919.7219%,$40663306,Manufacturing,California,"Santa Rosa-Petaluma, CA",10,http://www.inc.com/profile/kg-technologies,1
50,Intelligent Integration Systems,3893.4161%,$12513050,Software,Massachusetts,Boston,5,http://www.inc.com/profile/intelligent-integration-systems,1
51,American Group,3883.614%,$5975421,Logistics & Transportation,Arizona,Phoenix,10,http://www.inc.com/profile/american-group,1
52,MZI Group,3873.9795%,$8696458,Construction,Illinois,Chicago,40,http://www.inc.com/profile/mzi-group,1
53,FastSpring,3850.7017%,$36578125,Software,California,"Santa Barbara-Santa Maria-Goleta, CA",20,http://www.inc.com/profile/fastspring,2
54,A10 Networks,3785.5007%,$55139646,Computer Hardware,California,San Jose,210,http://www.inc.com/profile/a10-networks,2
55,The Cybrix Group,3758.8531%,$22187595,Government Services,Florida,Tampa,25,http://www.inc.com/profile/the-cybrix-group,1
56,Simplicity Consulting,3727.2354%,$11475200,Advertising & Marketing,Washington,Seattle,58,http://www.inc.com/profile/simplicity-consulting,1
57,Cask,3713.8511%,$8861483,Government Services,California,San Diego,48,http://www.inc.com/profile/cask,1
58,Slingshot SEO,3596.7459%,$4757712,Advertising & Marketing,Indiana,"Indianapolis, IN",54,http://www.inc.com/profile/slingshot-seo,1
59,Foreground Security,3543.7283%,$9363398,Security,Florida,"Orlando, FL",25,http://www.inc.com/profile/foreground-security,3
60,Rivet Software,3466.5114%,$8384904,Software,Colorado,Denver,379,http://www.inc.com/profile/rivet-software,1
61,HomeInsurance.com,3458.0278%,$7643035,Insurance,North Carolina,"Wilmington, NC",125,http://www.inc.com/profile/homeinsurancecom,1
62,AppAssure Software,3449.6302%,$6815503,Software,Virginia,"Washington, DC",79,http://www.inc.com/profile/appassure-software,1
63,Black Mountain Systems,3445.8088%,$4432261,Software,California,San Diego,24,http://www.inc.com/profile/black-mountain-systems,1
64,Rhythm Engineering,3388.9509%,$7832311,Government Services,Kansas,"Kansas City, MO-KS",35,http://www.inc.com/profile/rhythm-engineering,1
65,PetRays,3249.1071%,$3751000,Health,Texas,Houston,10,http://www.inc.com/profile/petrays,2
66,Link America,3224.3902%,$136300000,Telecommunications,Texas,Dallas,20,http://www.inc.com/profile/link-america,2
67,NextDocs,3213.3968%,$9816203,Software,Pennsylvania,Philadelphia,70,http://www.inc.com/profile/nextdocs-corporation,2
68,Happy Family Brands,3206.6982%,$13306319,Consumer Products & Services,New York,New York City,68,http://www.inc.com/profile/happy-family-brands,1
69,ECS,3188.4343%,$81209693,Financial Services,Missouri,"Springfield, MO",13,http://www.inc.com/profile/ecs,2
70,Otter Products,3179.1296%,$168863566,Consumer Products & Services,Colorado,"Boulder, CO",270,http://www.inc.com/profile/otter-products,4
71,AutoLoop,3158.9727%,$6861767,Software,Florida,Tampa,53,http://www.inc.com/profile/autoloop,1
72,TekScape,3135.1898%,$5810045,IT Services,New York,New York City,15,http://www.inc.com/profile/tekscape,1
73,Southern Tide,3121.4106%,$6176636,Consumer Products & Services,South Carolina,"Greenville-Mauldin-Easley, SC",12,http://www.inc.com/profile/southern-tide,1
74,Millennial Media,3080.2339%,$47784000,Advertising & Marketing,Maryland,Baltimore,162,http://www.inc.com/profile/millennial-media,1
75,Pointe Vista Development,3067.5%,$3801000,Real Estate,Oklahoma,"Oklahoma City, OK",60,http://www.inc.com/profile/pointe-vista-development,1
76,Spongecell,3064.1667%,$3797000,Advertising & Marketing,New York,New York City,25,http://www.inc.com/profile/spongecell,1
77,Nest Collective,3053.979%,$15397000,Food & Beverage,California,San Francisco,21,http://www.inc.com/profile/nest-collective,1
78,Lead Research Group,3013.3982%,$10666471,Advertising & Marketing,California,Los Angeles,17,http://www.inc.com/profile/lead-research-group,3
79,K2 Energy Solutions,2983.9966%,$5518596,Energy,Nevada,"Las Vegas-Paradise, NV",49,http://www.inc.com/profile/k2-energy-solutions,1
80,Saxon-Global,2948.0097%,$7274380,IT Services,Texas,Dallas,80,http://www.inc.com/profile/saxon-global,1
81,MAG Trucks,2932.2314%,$3669000,Business Products & Services,Missouri,"Kansas City, MO-KS",15,http://www.inc.com/profile/mag-trucks,1
82,European Wax Center,2924.3996%,$5845378,Consumer Products & Services,Florida,Miami,43,http://www.inc.com/profile/european-wax-center,1
83,ING Solutions,2920.6933%,$18922710,Consumer Products & Services,Florida,Miami,15,http://www.inc.com/profile/ing-solutions,1
84,Local Splash,2910.0935%,$6724609,Advertising & Marketing,California,Los Angeles,107,http://www.inc.com/profile/local-splash,2
85,Scentsy,2904.4056%,$381769876,Consumer Products & Services,Idaho,"Boise City-Nampa, ID",740,http://www.inc.com/profile/scentsy,2
86,SightLine Health,2868.398%,$18364885,Health,Texas,Houston,93,http://www.inc.com/profile/sightline-health,2
87,Sixthman,2861.082%,$16967000,Travel & Hospitality,Georgia,Atlanta,35,http://www.inc.com/profile/sixthman,1
88,WhiteOak Group,2856.3205%,$5837580,IT Services,Maryland,"Easton, MD",24,http://www.inc.com/profile/whiteoak-group,1
89,eGumball,2835.4862%,$3116136,Advertising & Marketing,California,Los Angeles,45,http://www.inc.com/profile/egumball,2
90,LCS Technologies,2798.6513%,$4728193,IT Services,California,"Sacramento--Arden-Arcade--Roseville, CA",14,http://www.inc.com/profile/lcs-technologies,1
91,KPaul,2795.2957%,$16240090,Government Services,Indiana,"Indianapolis, IN",105,http://www.inc.com/profile/kpaul,2
92,Classroom Essentials Online,2749.5357%,$3412490,Business Products & Services,Georgia,Atlanta,5,http://www.inc.com/profile/classroom-essentials-online,1
93,International Inspirations,2743.5234%,$37879116,Consumer Products & Services,New York,New York City,62,http://www.inc.com/profile/international-inspirations,2
94,1st Merchant Funding,2717.1383%,$3641940,Financial Services,Florida,Miami,9,http://www.inc.com/profile/1st-merchant-funding,1
95,Avondale Strategic Partners,2705.8798%,$3423005,Financial Services,Illinois,Chicago,10,http://www.inc.com/profile/avondale-strategic-partners,1
96,CarGurus,2689.0508%,$3272979,Consumer Products & Services,Massachusetts,Boston,10,http://www.inc.com/profile/cargurus,1
97,PureFormulas.com,2678.8221%,$9901610,Health,Florida,Miami,20,http://www.inc.com/profile/pureformulascom,1
98,Cadillac Stone Works,2677.0087%,$4157071,Construction,Nevada,"Las Vegas-Paradise, NV",12,http://www.inc.com/profile/cadillac-stone-works,1
99,Smashburger,2673.258%,$39405971,Food & Beverage,Colorado,"Denver-Aurora, CO",780,http://www.inc.com/profile/smashburger,1
100,Check-6,2661.2222%,$14812466,Energy,Oklahoma,"Tulsa-Bartlesville, OK",65,http://www.inc.com/profile/check-6,1
101,Product Movers,2659.35%,$7691219,Manufacturing,Ohio,"Toledo, OH",44,http://www.inc.com/profile/product-movers,1
102,Signature Foods,2648.0235%,$34908197,Food & Beverage,Georgia,none,98,http://www.inc.com/profile/signature-foods,4
103,EndoChoice,2645.614%,$9390000,Health,Georgia,Atlanta,120,http://www.inc.com/profile/endochoice,2
104,FortuneBuilders.com,2628.7142%,$14197500,Education,California,San Diego,25,http://www.inc.com/profile/fortunebuilderscom,2
105,Yext,2607.8704%,$23396000,Software,New York,New York City,85,http://www.inc.com/profile/yext,1
106,The Portal Group,2580.3653%,$10708113,IT Services,California,Los Angeles,59,http://www.inc.com/profile/the-portal-group,1
107,MicroTech,2579.3811%,$331107229,Government Services,Virginia,"Washington, DC",415,http://www.inc.com/profile/microtech,4
108,Signal,2505.5097%,$2683675,Software,Illinois,Chicago,14,http://www.inc.com/profile/signal-hq,1
109,Provideo Management,2465.4993%,$5714547,Government Services,Virginia,"Washington, DC",4,http://www.inc.com/profile/provideo-management,2
110,UniqueSquared.com,2461.3616%,$24262959,Retail,Georgia,Atlanta,32,http://www.inc.com/profile/uniquesquaredcom,1
111,Aurum Advisors,2424.9652%,$17608577,Financial Services,California,Los Angeles,10,http://www.inc.com/profile/aurum-advisors,1
112,Galaxy Marketing Solutions,2414.4347%,$2557683,Advertising & Marketing,Florida,Tampa,4,http://www.inc.com/profile/galaxy-marketing-solutions,1
113,Playwire,2382.8988%,$6302044,Advertising & Marketing,Florida,Miami,18,http://www.inc.com/profile/playwire,1
114,MyBuys,2365.7497%,$9419164,Software,California,San Francisco,87,http://www.inc.com/profile/mybuys,1
115,VIP International,2363.71%,$3855780,Retail,California,"Sacramento--Arden-Arcade--Roseville, CA",12,http://www.inc.com/profile/vip-international,1
116,RAMP,2351.4925%,$3285000,Advertising & Marketing,Massachusetts,Boston,35,http://www.inc.com/profile/ramp,1
117,Cellufun,2347.6378%,$6217000,Media,New York,New York City,19,http://www.inc.com/profile/cellufun,1
118,Likeable Media,2333.4007%,$2649000,Advertising & Marketing,New York,New York City,28,http://www.inc.com/profile/likeable-media,1
119,Cetan Corp,2275.3459%,$7166965,IT Services,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",14,http://www.inc.com/profile/cetan-corp,1
120,TFSupplements,2231.1234%,$10238830,Health,Texas,Houston,9,http://www.inc.com/profile/tfsupplements,1
121,AgentMarketing.com,2218.7734%,$3289296,Real Estate,California,Los Angeles,14,http://www.inc.com/profile/agentmarketingcom,1
122,Vitals,2212.9879%,$2868105,Health,New Jersey,New York City,33,http://www.inc.com/profile/vitals,2
123,Petplan,2206.6502%,$18730000,Insurance,Pennsylvania,Philadelphia,40,http://www.inc.com/profile/petplan,1
124,SafeRacks,2200.2578%,$2793042,Consumer Products & Services,California,Los Angeles,6,http://www.inc.com/profile/saferacks,1
125,TriAd Media Solutions,2194.3689%,$11816000,Advertising & Marketing,New Jersey,New York City,12,http://www.inc.com/profile/triad-media-solutions,1
126,InGenesis,2176.5062%,$52031803,Business Products & Services,Texas,"San Antonio, TX",220,http://www.inc.com/profile/ingenesis,4
127,Soft Tech Consulting,2138.0344%,$7482868,Government Services,Virginia,"Washington, DC",85,http://www.inc.com/profile/soft-tech-consulting,2
128,Arcadia Solutions,2116.8675%,$18400000,Health,Massachusetts,Boston,112,http://www.inc.com/profile/arcadia-solutions,1
129,Property Masters,2113.9798%,$18744793,Construction,Georgia,Atlanta,39,http://www.inc.com/profile/property-masters,1
130,ymarketing,2111.3666%,$18551619,Advertising & Marketing,California,Los Angeles,27,http://www.inc.com/profile/ymarketing,1
131,Build Group,2104.4074%,$18829387,Construction,California,San Francisco,110,http://www.inc.com/profile/build-group,1
132,Renters Warehouse,2085.2336%,$3255998,Real Estate,Minnesota,Minneapolis,39,http://www.inc.com/profile/renters-warehouse,2
134,Software Advice,2077.3973%,$3179000,Business Products & Services,Texas,Austin,18,http://www.inc.com/profile/software-advice,1
135,Savings.com,2076.6528%,$19903248,Retail,California,Los Angeles,68,http://www.inc.com/profile/savingscom,1
136,MFS Supply,2060.2596%,$17824604,Security,Ohio,Cleveland,27,http://www.inc.com/profile/mfs-supply,2
137,Yodle,2042.5922%,$63420728,Advertising & Marketing,New York,New York City,437,http://www.inc.com/profile/yodle,2
138,The Trademark Company,2034.2593%,$3201389,Business Products & Services,Virginia,"Washington, DC",15,http://www.inc.com/profile/the-trademark-company,2
139,Evoke Research and Consulting,2029.4848%,$5167280,Government Services,Virginia,"Washington, DC",34,http://www.inc.com/profile/evoke-research-and-consulting,1
140,Stonegate Mortgage,2011.0518%,$15449627,Financial Services,Indiana,"Indianapolis, IN",137,http://www.inc.com/profile/stonegate-mortgage,1
141,Glevum Associates,2007.9118%,$11326801,Government Services,Massachusetts,Boston,21,http://www.inc.com/profile/glevum-associates,1
142,MyDailyMoment.com,1951.6667%,$3693000,Media,New York,New York City,15,http://www.inc.com/profile/mydailymomentcom,1
143,Boston Technologies,1943.9602%,$5400245,Financial Services,Massachusetts,Boston,61,http://www.inc.com/profile/boston-technologies,1
144,SurveyGizmo,1939.6341%,$3345000,Software,Colorado,"Boulder, CO",25,http://www.inc.com/profile/surveygizmo,1
145,Green Earth,1933.4328%,$2323685,Business Products & Services,New Jersey,New York City,13,http://www.inc.com/profile/green-earth,1
146,BuyMyTronics.com,1899.707%,$1999707,Consumer Products & Services,Colorado,Denver,9,http://www.inc.com/profile/buymytronicscom,1
147,MindPetal,1897.4567%,$4117717,Government Services,Maryland,"Washington, DC",7,http://www.inc.com/profile/mindpetal,1
148,DisputeSuite.com,1894.5455%,$2084300,Software,Florida,Tampa,12,http://www.inc.com/profile/disputesuitecom,1
149,LeaderOne Financial,1882.1995%,$25620067,Financial Services,Kansas,"Kansas City, MO-KS",247,http://www.inc.com/profile/leaderone-financial,1
150,Optimal Strategix Group,1878.2477%,$6548000,Advertising & Marketing,Pennsylvania,Philadelphia,27,http://www.inc.com/profile/optimal-strategix-group,2
151,Free For All,1871.4079%,$2483974,Health,New Jersey,Philadelphia,17,http://www.inc.com/profile/free-for-all,1
152,Warehouse Solutions,1869.7864%,$2462233,Business Products & Services,California,San Diego,22,http://www.inc.com/profile/warehouse-solutions,1
153,First Impression Interactive,1856.2497%,$9953379,Advertising & Marketing,Illinois,Chicago,4,http://www.inc.com/profile/first-impression-interactive,1
154,Enstoa,1848.338%,$3458300,Business Products & Services,New York,New York City,23,http://www.inc.com/profile/enstoa,1
155,Mobifusion,1847.0199%,$2940000,Media,California,San Francisco,51,http://www.inc.com/profile/mobifusion,1
156,Polu Kai Services,1846.8703%,$32603770,Government Services,Virginia,"Washington, DC",81,http://www.inc.com/profile/polu-kai-services,3
157,The Iron Door Company,1838.9962%,$2018592,Consumer Products & Services,Alabama,"Birmingham-Hoover, AL",7,http://www.inc.com/profile/the-iron-door-company,1
158,Triad Web Design,1835.7397%,$2994086,IT Services,North Carolina,"Raleigh-Cary, NC",54,http://www.inc.com/profile/triad-web-design,2
159,DocuLynx,1830.8848%,$10466226,Software,Nebraska,"Omaha-Council Bluffs, NE-IA",144,http://www.inc.com/profile/doculynx,2
160,Healthcare Regional Marketing [HRM],1829.9922%,$17395000,Advertising & Marketing,Ohio,Cincinnati,41,http://www.inc.com/profile/healthcare-regional-marketing-[hrm],1
161,Landmark Retail,1825.0425%,$2692095,Construction,New Jersey,New York City,8,http://www.inc.com/profile/landmark-retail,1
162,SBG Technology Solutions,1825.0284%,$21927151,Government Services,Virginia,"Washington, DC",44,http://www.inc.com/profile/sbg-technology-solutions,2
163,Teknicks,1797.1698%,$2011000,Advertising & Marketing,New Jersey,New York City,52,http://www.inc.com/profile/teknicks,1
164,Bridger Photonics,1795.6258%,$2061967,Engineering,Montana,"Bozeman, MT",15,http://www.inc.com/profile/bridger-photonics,1
165,Zenoss,1789.4835%,$8433256,IT Services,Texas,Austin,62,http://www.inc.com/profile/zenoss,2
166,Alpha Synopsys,1769.9496%,$2113043,IT Services,Michigan,Detroit,22,http://www.inc.com/profile/alpha-synopsys,1
167,Cloud[8]Sixteen,1758.4038%,$3983377,Advertising & Marketing,Texas,Austin,60,http://www.inc.com/profile/cloud[8]sixteen,1
168,5th Finger,1751.9906%,$2648291,Advertising & Marketing,California,San Francisco,18,http://www.inc.com/profile/5th-finger,1
169,Confirmation.com,1749.9037%,$6846586,Financial Services,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",23,http://www.inc.com/profile/confirmationcom,2
170,Calvin Group,1749.8945%,$2156089,IT Services,California,Los Angeles,11,http://www.inc.com/profile/calvin-group,1
171,Simpluris,1749.0794%,$3895400,Business Products & Services,California,Los Angeles,36,http://www.inc.com/profile/simpluris,1
172,PalmerHouse Properties,1726.3648%,$2348139,Real Estate,Georgia,Atlanta,535,http://www.inc.com/profile/palmerhouse-properties,1
173,Providigm,1716.5472%,$5707573,Health,Colorado,Denver,39,http://www.inc.com/profile/providigm,1
174,BoomTown,1711.5989%,$2195984,Software,South Carolina,"Charleston-North Charleston, SC",19,http://www.inc.com/profile/boomtown,1
175,SPIbelt,1709.904%,$3104474,Consumer Products & Services,Texas,Austin,12,http://www.inc.com/profile/spibelt,1
176,Varrow,1707.8303%,$31453120,IT Services,North Carolina,"Greensboro-High Point, NC",45,http://www.inc.com/profile/varrow,2
177,epcSolutions,1698.8669%,$18207987,Software,Virginia,"Washington, DC",43,http://www.inc.com/profile/epcsolutions,1
178,Dental Burs USA,1694.0652%,$2069526,Health,Illinois,Chicago,5,http://www.inc.com/profile/dental-burs-usa,1
179,Blue Global,1692.9562%,$10305912,Advertising & Marketing,Arizona,Phoenix,13,http://www.inc.com/profile/blue-global,1
180,Carbonite,1690.2971%,$38563000,IT Services,Massachusetts,Boston,163,http://www.inc.com/profile/carbonite,2
181,Standard Solar,1686.0248%,$23004000,Energy,Maryland,"Washington, DC",76,http://www.inc.com/profile/standard-solar,2
182,Magic Hat Consulting,1668.8298%,$3430380,Business Products & Services,Pennsylvania,Philadelphia,27,http://www.inc.com/profile/magic-hat-consulting,1
183,That! Company,1657.5133%,$5911730,Advertising & Marketing,Florida,"Orlando, FL",25,http://www.inc.com/profile/that-company,1
184,Urban Office Products,1653.6697%,$3823000,Business Products & Services,New York,New York City,15,http://www.inc.com/profile/urban-office-products,1
185,Consolidated Asset Recovery Systems,1632.6201%,$7579208,Financial Services,North Carolina,"Raleigh-Cary, NC",19,http://www.inc.com/profile/consolidated-asset-recovery-systems,1
186,Med Exec International,1626.5858%,$2413577,Health,California,Los Angeles,17,http://www.inc.com/profile/med-exec-international,1
187,Advanced BioHealing,1604.2397%,$146718000,Health,Connecticut,"Bridgeport-Stamford-Norwalk, CT",334,http://www.inc.com/profile/advanced-biohealing,1
188,Health Plan One,1601.8373%,$6484000,Insurance,Connecticut,"Bridgeport-Stamford-Norwalk, CT",45,http://www.inc.com/profile/health-plan-one,1
189,City Advertising,1595.3461%,$2198830,Advertising & Marketing,Florida,Miami,16,http://www.inc.com/profile/city-advertising,1
190,Medigap360,1578.5327%,$2041700,Insurance,Texas,Austin,43,http://www.inc.com/profile/medigap360,1
191,Tradavo,1578.2128%,$9836643,Food & Beverage,Colorado,Denver,12,http://www.inc.com/profile/tradavo,1
192,PCG Digital Marketing,1569.1503%,$2245825,Advertising & Marketing,New Jersey,New York City,40,http://www.inc.com/profile/pcg-digital-marketing,1
193,LinkVisum Consulting Group,1566.1953%,$9972679,Government Services,Virginia,"Washington, DC",11,http://www.inc.com/profile/linkvisum-consulting-group,1
194,Innotion Enterprises,1563.7842%,$14384363,Real Estate,Virginia,"Washington, DC",46,http://www.inc.com/profile/innotion-enterprises,1
195,Star2Star Communications,1555.8793%,$10828507,Telecommunications,Florida,"Sarasota-Bradenton-Venice, FL",78,http://www.inc.com/profile/star2star-communications,1
196,Clean Currents,1548.1811%,$2371848,Energy,Maryland,"Washington, DC",24,http://www.inc.com/profile/clean-currents,1
197,The Rehancement Group,1547.2658%,$5438234,Government Services,Virginia,"Washington, DC",25,http://www.inc.com/profile/the-rehancement-group,1
198,B3 Solutions,1539.2696%,$13658378,Government Services,Florida,"Jacksonville, FL",97,http://www.inc.com/profile/b3-solutions,1
199,Williams Strength,1536.4867%,$2543444,Consumer Products & Services,South Carolina,"Columbia, SC",27,http://www.inc.com/profile/williams-strength,1
200,SNS LOGISTICS,1535.0118%,$2468361,Logistics & Transportation,Florida,"Jacksonville, FL",33,http://www.inc.com/profile/sns-logistics,2
201,Vega Consulting,1534.5942%,$12480421,Business Products & Services,Washington,Seattle,58,http://www.inc.com/profile/vega-consulting,1
202,Jama Software,1534.1799%,$3048628,Software,Oregon,"Portland, OR",25,http://www.inc.com/profile/jama-software,1
203,HumanTouch,1532.838%,$24150000,Government Services,Virginia,"Washington, DC",105,http://www.inc.com/profile/humantouch,2
204,Rimini Street,1531.4429%,$25331332,IT Services,Nevada,"Las Vegas-Paradise, NV",180,http://www.inc.com/profile/rimini-street,1
205,Urban Lending Solutions,1528.6972%,$127284741,Real Estate,Colorado,"Denver-Aurora, CO",700,http://www.inc.com/profile/urban-lending-solutions,2
206,CFN SERVICES,1517.7468%,$11065388,Telecommunications,Virginia,"Washington, DC",26,http://www.inc.com/profile/cfn-services,2
207,DiscoverOrg,1516.0529%,$2785348,Software,Washington,"Portland, OR",40,http://www.inc.com/profile/discoverorg,1
208,Gravitas Ventures,1499.7793%,$5493834,Media,California,Los Angeles,6,http://www.inc.com/profile/gravitas-ventures,1
209,Arvixe,1487.1476%,$2654917,IT Services,California,San Francisco,30,http://www.inc.com/profile/arvixe,1
210,Easy Solutions,1479.9241%,$2829486,Security,Florida,Miami,22,http://www.inc.com/profile/easy-solutions,1
211,Again Faster Equipment,1474.3316%,$2944000,Consumer Products & Services,Massachusetts,Boston,6,http://www.inc.com/profile/again-faster-equipment,1
212,CallingMart,1473.4497%,$9502173,Telecommunications,Florida,Miami,10,http://www.inc.com/profile/callingmart,1
213,Global Strategies,1470.4213%,$4898521,Security,Nevada,"Las Vegas-Paradise, NV",15,http://www.inc.com/profile/global-strategies,2
214,Aromatic Fusion,1455.3127%,$5283164,Manufacturing,Pennsylvania,Philadelphia,5,http://www.inc.com/profile/aromatic-fusion,2
215,Integrity First Financial Group,1446.025%,$5780000,Financial Services,California,San Diego,30,http://www.inc.com/profile/integrity-first-financial-group,1
216,Spark Revenue,1442.4757%,$7095558,Advertising & Marketing,Maryland,"Washington, DC",2,http://www.inc.com/profile/spark-revenue,1
217,Ader Investment Management,1442.378%,$3245950,Financial Services,New York,New York City,10,http://www.inc.com/profile/ader-investment-management,1
218,Ciphent,1442.0168%,$18350000,Security,Maryland,Baltimore,110,http://www.inc.com/profile/ciphent,2
219,ChaCha,1441.1447%,$6280920,Media,Indiana,"Indianapolis, IN",71,http://www.inc.com/profile/chacha,1
220,Luke & Associates,1436.7252%,$85780000,Government Services,Florida,"Palm Bay-Melbourne-Titusville, FL",940,http://www.inc.com/profile/luke-associates,2
221,Coyote Logistics,1436.5866%,$327948040,Logistics & Transportation,Illinois,Chicago,512,http://www.inc.com/profile/coyote-logistics,4
